8598	1970	192	2855918	Thu Mar 12 13:48:02 +0000 2026	https://x.com/HiTw93/status/2032091246588518683	http://x.com/i/article/2032079318256664586
4762	1087	117	1554241	Thu Mar 19 13:48:03 +0000 2026	https://x.com/HiTw93/status/2034627967926825175	http://x.com/i/article/2034253511698055168
4392	406	71	279900	Tue Apr 21 13:41:44 +0000 2026	https://x.com/HiTw93/status/2046585177170968778	👷 Kami is now open source. Your AI writes well. Now your docs can look good too. A design system for AI-native docs: one-pagers, resumes, portfolios, letters, long docs, and slides. Bilingual, diagram-ready, print-ready. Zero setup. https:/
2657	394	211	626587	Fri Mar 06 12:17:02 +0000 2026	https://x.com/HiTw93/status/2029894020756033799	今天看腾讯大厦装龙虾这件事，挺有感触。 最近很多大厂都在疯狂让一线非技术员工去安装龙虾，网上甚至真有 500 上门安装服务。大家都在拼命找使用场景，拼命要求落地，拼命证明这个东西已经重要到不能错过，整个过程让我有一种很强的赛博科技折叠感。 看到一句话很有意思，连龙虾都不会装的人，怎么会用龙虾呢。再往前一步，连基本使用都没有建立起来，却要先做出完整场景，做出结果，做出价值证明，这本身就更难。 这背后有两个东西叠在一起。一个是错觉，很多老板看了太多视频号切片，被各种夸张叙事和万能
2270	193	271	561182	Sat Apr 25 12:08:29 +0000 2026	https://x.com/HiTw93/status/2048011261473128477	最近校招面试了不少 985 实习生，一个很强烈的感受是：AI 工具正在把学生之间的资源差距快速放大。 从我这段时间的感受看，差距真的可能到 5 倍。那些明显领先很多的同学，无一例外都比较早接触了 Claude Code、Codex 这类最好的 AI Coding 工具，也愿意自己花钱订阅。他们不只是会用工具，而是已经把它们变成了日常学习和开发的一部分。聊模型、工程、Agent、代码实践，可以很自然地聊一个小时，很多地方甚至比我理解得更深。 但也有不少同学，学习成绩很好，计算机
1924	146	15	152842	Wed Mar 18 00:05:00 +0000 2026	https://x.com/HiTw93/status/2034058451106574480	Claude’s official “Get inspired by what you can do with Claude” page is well worth a look. It covers practical examples across research, writing, coding, analysis, and everyday work, and it goes much deeper than I expected. Instead of readi
1351	294	57	298267	Sun Apr 26 02:41:33 +0000 2026	https://x.com/HiTw93/status/2048230976447557787	http://x.com/i/article/2048210736024035328
1264	242	40	382631	Fri Mar 13 23:08:00 +0000 2026	https://x.com/HiTw93/status/2032594555099308056	A great resource if you want to understand how AI coding agents work. Learn Claude Code walks through building a minimal Claude Code like agent from scratch, explaining each mechanism step by step. You’ll see the core loop most coding agent
1261	136	75	98897	Mon Apr 20 15:38:20 +0000 2026	https://x.com/HiTw93/status/2046252132286988614	周末在整一个新的 Skill 叫做 Kami (紙, かみ)，大伙可以把他当做 Waza (技, わざ) 的妹妹，Kaku(書く) 的女儿，主打用于 Paper 排版的场景。 比如说你需要产出一页纸的报告，你需要写一个白皮书、需要产出一个精致的PPT、需要弄一个作品集的 PDF https://t.co/Ypx0CbuwkW
1274	79	43	103247	Sun Feb 22 04:17:55 +0000 2026	https://x.com/HiTw93/status/2025424790467871149	Mole 1.27 is live. The Mac cleaning tool that can free up tens of GBs in one go. 36K stars. https://t.co/rVM1P2nZ1O Here’s what’s new: · mo clean: adds safe cleanup for Group Containers, Maven local repo, Chrome and Google Updater caches, E
1275	90	28	95860	Fri Feb 27 13:55:00 +0000 2026	https://x.com/HiTw93/status/2027381957815087359	Saw a very cool tool on GitHub called PortKiller. It’s a powerful cross-platform port management app for developers, with a native UI on macOS, Windows, and Linux. What makes it fun is that it goes beyond just listing ports. It auto-discove
1183	81	41	138459	Sun Mar 15 02:12:48 +0000 2026	https://x.com/HiTw93/status/2033003449475006717	🐹 Just shipped Mole V1.30.0. If you have cleaned tens of GB of junk from your Mac in one go, you know the feeling. Since October, Mole has gone from v1 to 30. This release improves reliability with safer orphan cleanup and better edge case 
875	108	42	114830	Thu Mar 05 00:33:26 +0000 2026	https://x.com/HiTw93/status/2029354566488343043	上次那个最近一年买到的好物里面第一的盖帝虎地漏芯我在买了一个试用后，又买了一个，把家里浴室地漏缘故全换了，非常通顺不堵水，安装简单，推荐推荐。 
884	90	13	179375	Sun Mar 15 13:59:50 +0000 2026	https://x.com/HiTw93/status/2033181380432339045	http://x.com/i/article/2032364186022686720
718	153	26	98177	Wed Apr 29 10:30:15 +0000 2026	https://x.com/HiTw93/status/2049436090885357819	这篇文章里，我认为最有价值的部分其实是这一段： 非技术同学想用好 AI Coding，不能只会描述需求，最好补一点技术和产品的基本逻辑。 技术上至少知道 React、Vue、Next.js 在解决什么，终端、Git、VS Code、Chrome DevTools 怎么用，函数、变量、状态、拆文件是什么意思。 产品上推荐三本入门书：《启示录》看产品判断，《Linux/Unix 设计思想》看工程哲学，《左耳听风》看我一直怀念的左耳朵耗子的程序员专家视野。 不用学到自己会写代码，知
920	45	34	70518	Tue Mar 10 14:07:00 +0000 2026	https://x.com/HiTw93/status/2031371244436602920	My current Codex setup works surprisingly well. Model: Fast GPT-5.4 High, Personality: Pragmatic. I also use these custom instructions,You might want to try it. Act like a high-performing senior engineer. Be concise, direct, and execution-f
814	62	39	70534	Sun Apr 12 13:50:00 +0000 2026	https://x.com/HiTw93/status/2043325765337624705	Mole 1.34 is live. The Mac cleaning tool that can free up tens of GBs in one go. 36K stars. https://t.co/1OJi9vnet8 Here’s what matters from the last two releases: · mo optimize: now runs optimization tasks automatically with no confirmatio
698	106	7	109009	Thu Apr 23 15:12:43 +0000 2026	https://x.com/HiTw93/status/2047332848173248658	视频分享版的《你不知道的 Agent：原理、架构与工程实践》终于传到 Youtube 去了，上次看文章的小伙伴假如没有看太懂的，或者想更加了解的，欢迎看视频，Youtuber 视频小白欢迎大家一键三连加关注，以后我尽量把分享都录屏分享给大伙在这里看看。 https://www.youtube.com/watch?v=Z5If1L3eFtw
740	55	23	94947	Sun Mar 01 23:30:00 +0000 2026	https://x.com/HiTw93/status/2028251438468481116	If you’re building an AI product and want to test the market fast, ship the web version first. When you’re ready, use Pake to package it into native desktop apps for macOS, Windows, and Linux with a single command. Pake 3.10.0 is live. Turn
505	82	35	57080	Mon Mar 16 00:00:02 +0000 2026	https://x.com/HiTw93/status/2033332424134795568	最近在看 Agent / LLM 的长期记忆方案，顺便研究了一下 MemOS 给 OpenClaw 做的这个插件。 很多 Agent 在长期任务里都会遇到一个问题：Session 一长，Context 和 Token 开销就开始迅速增长，而且历史交互也不一定会沉淀成可复用经验，很多事情会反复试。 MemOS 的思路是把 Memory 从 Prompt 里抽出来，做成系统层的一部分。这样 Agent 不再只是依赖 Context 维持状态，而是有一个独立的长期 Memory 系
470	56	33	57114	Sun Mar 08 00:01:00 +0000 2026	https://x.com/HiTw93/status/2030433565650104576	对于工程师而言，nanobot 这种更轻、更适合放在个人电脑上的 OpenClaw 形态，其实会顺手很多。它不是那种一上来就特别重的系统，更像是一个能长期放在自己环境里的 agent 助手，平时安静待着，有事情的时候就能接上去做。 我本地现在就常驻着两个 nanobot，一个偏代码方向，平时帮我看 issue、整理思路、往下推技术方案，另一个偏生活方向，去处理一些更日常的事情，相当于替换半年前习惯的 ChatBot。再加一个定时任务一直盯着，假如服务挂了就自动拉起，同时用 A
392	38	14	78830	Sun Mar 22 01:21:12 +0000 2026	https://x.com/HiTw93/status/2035527178419683540	http://x.com/i/article/2035243897472131075
399	9	62	31710	Sun Apr 19 10:17:51 +0000 2026	https://x.com/HiTw93/status/2045809093164847410	慵懒的午后在书房敲代码 没有什么杂事要处理 用不完的 Claude Code 代码一把过的惊喜 一抬头看到了夕阳透过窗户 一种非常简单的幸福 https://t.co/ZwtjkKrEjN
395	19	38	50191	Sat Feb 28 12:05:07 +0000 2026	https://x.com/HiTw93/status/2027716694781923386	Kaku v0.5 is now available. A fast macOS terminal with great defaults, built for AI coding. Zero config. Codename Yohaku🪽. https://t.co/yKMoU24B9L If you live in the terminal all day, this release is for you. I tried to make the common loop
381	28	16	43653	Thu Apr 23 00:33:42 +0000 2026	https://x.com/HiTw93/status/2047111637300285449	最近一年，由于 Ai 编程能力的大幅提升，有不少非技术小伙伴也开始开源自己的好东西了。 开源是一件非常有意思的事情，不过也会遇到你的精心做的项目被蒸馏，我很讨厌这个词。 关于开源保持好心态以及如何做好开源，大伙可以看我 23 年底在微软上海 Github 的这个演讲。 https://tw93.fun/2024-01-12/open.html
288	24	17	25837	Sun Apr 19 23:11:00 +0000 2026	https://x.com/HiTw93/status/2046003660682039751	Mole 1.35 is here, codename Swift 🦅 The Mac cleaning tool that can free up tens of GBs in one go. 48K stars. The codename is also a small hint for what may come next. Here’s what matters: · mo clean now supports cleanup for AI coding agents
251	31	11	41913	Tue Mar 10 23:42:00 +0000 2026	https://x.com/HiTw93/status/2031515947622863170	A public OpenClaw Exposure Watchboard is now listing OpenClaw instances reachable from the internet. In many cases you can click into them and directly see content from the running instance. If you are using OpenClaw, please double check au
